"InterventionId","SubjectId","ParentSubjectId","SubjectName","SubjectLevel","SubjectType"
7060,46,32,"Ratio",2,"Topic"
7060,241,46,"Sharing in a Ratio",3,"Subtopic"
7061,32,3,"Number",1,"Subject"
7061,37,32,"Factors, Multiples and Primes",2,"Topic"
7061,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
7061,219,37,"Factors and Highest Common Factor",3,"Subtopic"
7067,32,3,"Number",1,"Subject"
7067,46,32,"Ratio",2,"Topic"
7067,241,46,"Sharing in a Ratio",3,"Subtopic"
7067,334,46,"Writing Ratios",3,"Subtopic"
7068,71,3,"Geometry and Measure",1,"Subject"
7068,98,71,"Units of Measurement",2,"Topic"
7068,209,98,"Time",3,"Subtopic"
7074,49,3,"Algebra",1,"Subject"
7074,154,49,"Solving Equations",2,"Topic"
7074,63,154,"Simultaneous Equations",3,"Subtopic"
7084,32,3,"Number",1,"Subject"
7084,39,32,"Fractions",2,"Topic"
7084,141,32,"Rounding and Estimating",2,"Topic"
7084,36,32,"Decimals",2,"Topic"
7084,225,39,"Fractions of an Amount",3,"Subtopic"
7084,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
7084,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
7084,216,141,"Estimation",3,"Subtopic"
7086,101,3,"Data and Statistics",1,"Subject"
7086,348,101,"Probability",2,"Topic"
7086,110,348,"Experimental Probability and Relative Frequency",3,"Subtopic"
7089,71,3,"Geometry and Measure",1,"Subject"
7089,49,3,"Algebra",1,"Subject"
7089,278,71,"Transformations",2,"Topic"
7089,81,49,"Co-ordinates",2,"Topic"
7089,95,278,"Translation and Vectors",3,"Subtopic"
7089,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
7094,32,3,"Number",1,"Subject"
7094,49,3,"Algebra",1,"Subject"
7094,255,49,"Algebraic Fractions",2,"Topic"
7094,39,32,"Fractions",2,"Topic"
7094,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
7094,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
7094,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
7094,1078,255,"Adding and Subtracting Algebraic Fractions",3,"Subtopic"
7099,49,3,"Algebra",1,"Subject"
7099,62,49,"Writing and Simplifying Expressions",2,"Topic"
7099,252,62,"Multiplying Terms",3,"Subtopic"
7103,49,3,"Algebra",1,"Subject"
7103,156,49,"Formula",2,"Topic"
7103,61,49,"Sequences",2,"Topic"
7103,62,49,"Writing and Simplifying Expressions",2,"Topic"
7103,154,49,"Solving Equations",2,"Topic"
7103,67,156,"Substitution into Formula",3,"Subtopic"
7103,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7103,70,62,"Writing Expressions",3,"Subtopic"
7103,649,154,"Function Machines",3,"Subtopic"
7111,101,3,"Data and Statistics",1,"Subject"
7111,342,101,"Data Representation",2,"Topic"
7111,115,342,"Scatter Diagram",3,"Subtopic"
7113,49,3,"Algebra",1,"Subject"
7113,32,3,"Number",1,"Subject"
7113,36,32,"Decimals",2,"Topic"
7113,59,49,"Inequalities",2,"Topic"
7113,144,32,"Basic Arithmetic",2,"Topic"
7113,202,144,"Place Value",3,"Subtopic"
7113,222,36,"Ordering Decimals",3,"Subtopic"
7115,32,3,"Number",1,"Subject"
7115,45,32,"Proportion",2,"Topic"
7115,243,45,"Direct Proportion",3,"Subtopic"
7138,32,3,"Number",1,"Subject"
7138,71,3,"Geometry and Measure",1,"Subject"
7138,45,32,"Proportion",2,"Topic"
7138,272,71,"Similarity and Congruency",2,"Topic"
7138,331,32,"Money",2,"Topic"
7138,332,331,"Currency Conversions",3,"Subtopic"
7138,243,45,"Direct Proportion",3,"Subtopic"
7138,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
7142,49,3,"Algebra",1,"Subject"
7142,154,49,"Solving Equations",2,"Topic"
7142,64,154,"Linear Equations",3,"Subtopic"
7153,32,3,"Number",1,"Subject"
7153,46,32,"Ratio",2,"Topic"
7153,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
7158,32,3,"Number",1,"Subject"
7158,36,32,"Decimals",2,"Topic"
7158,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
7160,32,3,"Number",1,"Subject"
7160,42,32,"Negative Numbers",2,"Topic"
7160,210,42,"Ordering Negative Numbers",3,"Subtopic"
7160,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
7173,32,3,"Number",1,"Subject"
7173,71,3,"Geometry and Measure",1,"Subject"
7173,100,71,"Volume and Surface Area",2,"Topic"
7173,98,71,"Units of Measurement",2,"Topic"
7173,144,32,"Basic Arithmetic",2,"Topic"
7173,189,100,"Volume of Prisms",3,"Subtopic"
7173,197,98,"Volume and Capacity Units",3,"Subtopic"
7173,202,144,"Place Value",3,"Subtopic"
7173,209,98,"Time",3,"Subtopic"
7181,32,3,"Number",1,"Subject"
7181,44,32,"Percentages",2,"Topic"
7181,233,44,"Percentages of an Amount",3,"Subtopic"
7187,32,3,"Number",1,"Subject"
7187,42,32,"Negative Numbers",2,"Topic"
7187,210,42,"Ordering Negative Numbers",3,"Subtopic"
7187,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
7201,101,3,"Data and Statistics",1,"Subject"
7201,338,101,"Data Processing",2,"Topic"
7201,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
7205,49,3,"Algebra",1,"Subject"
7205,154,49,"Solving Equations",2,"Topic"
7205,64,154,"Linear Equations",3,"Subtopic"
7206,49,3,"Algebra",1,"Subject"
7206,32,3,"Number",1,"Subject"
7206,71,3,"Geometry and Measure",1,"Subject"
7206,141,32,"Rounding and Estimating",2,"Topic"
7206,61,49,"Sequences",2,"Topic"
7206,98,71,"Units of Measurement",2,"Topic"
7206,62,49,"Writing and Simplifying Expressions",2,"Topic"
7206,144,32,"Basic Arithmetic",2,"Topic"
7206,154,49,"Solving Equations",2,"Topic"
7206,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7206,64,154,"Linear Equations",3,"Subtopic"
7206,203,144,"Mental Addition and Subtraction",3,"Subtopic"
7206,209,98,"Time",3,"Subtopic"
7206,206,144,"Written Subtraction",3,"Subtopic"
7206,216,141,"Estimation",3,"Subtopic"
7206,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
7215,32,3,"Number",1,"Subject"
7215,46,32,"Ratio",2,"Topic"
7215,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
7215,241,46,"Sharing in a Ratio",3,"Subtopic"
7221,32,3,"Number",1,"Subject"
7221,46,32,"Ratio",2,"Topic"
7221,241,46,"Sharing in a Ratio",3,"Subtopic"
7228,32,3,"Number",1,"Subject"
7228,42,32,"Negative Numbers",2,"Topic"
7228,210,42,"Ordering Negative Numbers",3,"Subtopic"
7242,49,3,"Algebra",1,"Subject"
7242,1169,49,"Algebra-Others",2,"Topic"
7242,62,49,"Writing and Simplifying Expressions",2,"Topic"
7242,70,62,"Writing Expressions",3,"Subtopic"
7259,32,3,"Number",1,"Subject"
7259,144,32,"Basic Arithmetic",2,"Topic"
7259,33,144,"BIDMAS",3,"Subtopic"
7263,49,3,"Algebra",1,"Subject"
7263,62,49,"Writing and Simplifying Expressions",2,"Topic"
7263,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
7271,71,3,"Geometry and Measure",1,"Subject"
7271,77,71,"Circles",2,"Topic"
7271,98,71,"Units of Measurement",2,"Topic"
7271,178,71,"Perimeter and Area",2,"Topic"
7271,195,98,"Length Units",3,"Subtopic"
7271,179,178,"Compound Area",3,"Subtopic"
7271,187,77,"Sectors of a Circle",3,"Subtopic"
7271,186,77,"Area of a Circle",3,"Subtopic"
7271,655,178,"Missing Lengths",3,"Subtopic"
7272,32,3,"Number",1,"Subject"
7272,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
7272,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
7272,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
7272,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
7274,101,3,"Data and Statistics",1,"Subject"
7274,342,101,"Data Representation",2,"Topic"
7274,344,342,"Venn Diagrams",3,"Subtopic"
7276,32,3,"Number",1,"Subject"
7276,144,32,"Basic Arithmetic",2,"Topic"
7276,204,144,"Mental Multiplication and Division",3,"Subtopic"
7277,32,3,"Number",1,"Subject"
7277,44,32,"Percentages",2,"Topic"
7277,233,44,"Percentages of an Amount",3,"Subtopic"
7291,49,3,"Algebra",1,"Subject"
7291,154,49,"Solving Equations",2,"Topic"
7291,64,154,"Linear Equations",3,"Subtopic"
7296,32,3,"Number",1,"Subject"
7296,37,32,"Factors, Multiples and Primes",2,"Topic"
7296,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
7303,49,3,"Algebra",1,"Subject"
7303,32,3,"Number",1,"Subject"
7303,42,32,"Negative Numbers",2,"Topic"
7303,144,32,"Basic Arithmetic",2,"Topic"
7303,154,49,"Solving Equations",2,"Topic"
7303,40,32,"Indices, Powers and Roots",2,"Topic"
7303,33,144,"BIDMAS",3,"Subtopic"
7303,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
7303,64,154,"Linear Equations",3,"Subtopic"
7303,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
7316,32,3,"Number",1,"Subject"
7316,49,3,"Algebra",1,"Subject"
7316,45,32,"Proportion",2,"Topic"
7316,54,49,"Straight Line Graphs",2,"Topic"
7316,61,49,"Sequences",2,"Topic"
7316,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7316,243,45,"Direct Proportion",3,"Subtopic"
7316,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
7316,261,54,"Gradient as change in y over change in x",3,"Subtopic"
7344,71,3,"Geometry and Measure",1,"Subject"
7344,74,71,"Angles",2,"Topic"
7344,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
7358,32,3,"Number",1,"Subject"
7358,144,32,"Basic Arithmetic",2,"Topic"
7358,204,144,"Mental Multiplication and Division",3,"Subtopic"
7385,32,3,"Number",1,"Subject"
7385,49,3,"Algebra",1,"Subject"
7385,54,49,"Straight Line Graphs",2,"Topic"
7385,40,32,"Indices, Powers and Roots",2,"Topic"
7385,37,32,"Factors, Multiples and Primes",2,"Topic"
7385,154,49,"Solving Equations",2,"Topic"
7385,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
7385,64,154,"Linear Equations",3,"Subtopic"
7385,219,37,"Factors and Highest Common Factor",3,"Subtopic"
7385,47,40,"Standard Form",3,"Subtopic"
7385,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
7385,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
7391,32,3,"Number",1,"Subject"
7391,46,32,"Ratio",2,"Topic"
7391,241,46,"Sharing in a Ratio",3,"Subtopic"
7393,49,3,"Algebra",1,"Subject"
7393,32,3,"Number",1,"Subject"
7393,37,32,"Factors, Multiples and Primes",2,"Topic"
7393,40,32,"Indices, Powers and Roots",2,"Topic"
7393,152,49,"Expanding Brackets",2,"Topic"
7393,51,152,"Expanding Double Brackets",3,"Subtopic"
7393,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
7393,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
7393,219,37,"Factors and Highest Common Factor",3,"Subtopic"
7393,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
7413,71,3,"Geometry and Measure",1,"Subject"
7413,278,71,"Transformations",2,"Topic"
7413,95,278,"Translation and Vectors",3,"Subtopic"
7420,71,3,"Geometry and Measure",1,"Subject"
7420,178,71,"Perimeter and Area",2,"Topic"
7420,75,178,"Area of Simple Shapes",3,"Subtopic"
7420,86,178,"Perimeter",3,"Subtopic"
7424,71,3,"Geometry and Measure",1,"Subject"
7424,98,71,"Units of Measurement",2,"Topic"
7424,209,98,"Time",3,"Subtopic"
7467,32,3,"Number",1,"Subject"
7467,71,3,"Geometry and Measure",1,"Subject"
7467,39,32,"Fractions",2,"Topic"
7467,40,32,"Indices, Powers and Roots",2,"Topic"
7467,144,32,"Basic Arithmetic",2,"Topic"
7467,178,71,"Perimeter and Area",2,"Topic"
7467,47,40,"Standard Form",3,"Subtopic"
7467,225,39,"Fractions of an Amount",3,"Subtopic"
7467,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
7467,33,144,"BIDMAS",3,"Subtopic"
7467,75,178,"Area of Simple Shapes",3,"Subtopic"
7471,49,3,"Algebra",1,"Subject"
7471,154,49,"Solving Equations",2,"Topic"
7471,649,154,"Function Machines",3,"Subtopic"
7472,49,3,"Algebra",1,"Subject"
7472,61,49,"Sequences",2,"Topic"
7472,1173,61,"Sequences-Others",3,"Subtopic"
7472,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7480,71,3,"Geometry and Measure",1,"Subject"
7480,49,3,"Algebra",1,"Subject"
7480,176,71,"3D Shapes",2,"Topic"
7480,81,49,"Co-ordinates",2,"Topic"
7480,74,71,"Angles",2,"Topic"
7480,154,49,"Solving Equations",2,"Topic"
7480,64,154,"Linear Equations",3,"Subtopic"
7480,408,81,"Midpoint Between Two Co-ordinates",3,"Subtopic"
7480,1214,176,"3D Shapes-Others",3,"Subtopic"
7480,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
7481,49,3,"Algebra",1,"Subject"
7481,61,49,"Sequences",2,"Topic"
7481,172,61,"Quadratic Sequences",3,"Subtopic"
7481,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7482,101,3,"Data and Statistics",1,"Subject"
7482,342,101,"Data Representation",2,"Topic"
7482,109,342,"Pie Chart",3,"Subtopic"
7483,49,3,"Algebra",1,"Subject"
7483,54,49,"Straight Line Graphs",2,"Topic"
7483,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
7483,259,54,"Finding the Equation of a Line",3,"Subtopic"
7483,260,54,"Finding the Gradient and Intercept of a Line from the Equation",3,"Subtopic"
7485,49,3,"Algebra",1,"Subject"
7485,59,49,"Inequalities",2,"Topic"
7485,165,59,"Inequalities on Number Lines",3,"Subtopic"
7498,71,3,"Geometry and Measure",1,"Subject"
7498,178,71,"Perimeter and Area",2,"Topic"
7498,75,178,"Area of Simple Shapes",3,"Subtopic"
7498,86,178,"Perimeter",3,"Subtopic"
7498,179,178,"Compound Area",3,"Subtopic"
7504,32,3,"Number",1,"Subject"
7504,44,32,"Percentages",2,"Topic"
7504,234,44,"Percentage Increase and Decrease",3,"Subtopic"
7504,233,44,"Percentages of an Amount",3,"Subtopic"
7507,71,3,"Geometry and Measure",1,"Subject"
7507,176,71,"3D Shapes",2,"Topic"
7507,177,176,"Names and Properties of 3D Shapes",3,"Subtopic"
7509,32,3,"Number",1,"Subject"
7509,39,32,"Fractions",2,"Topic"
7509,44,32,"Percentages",2,"Topic"
7509,226,39,"Equivalent Fractions",3,"Subtopic"
7509,233,44,"Percentages of an Amount",3,"Subtopic"
7509,225,39,"Fractions of an Amount",3,"Subtopic"
7512,32,3,"Number",1,"Subject"
7512,42,32,"Negative Numbers",2,"Topic"
7512,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
7519,71,3,"Geometry and Measure",1,"Subject"
7519,178,71,"Perimeter and Area",2,"Topic"
7519,75,178,"Area of Simple Shapes",3,"Subtopic"
7519,86,178,"Perimeter",3,"Subtopic"
7528,32,3,"Number",1,"Subject"
7528,39,32,"Fractions",2,"Topic"
7528,225,39,"Fractions of an Amount",3,"Subtopic"
7528,227,39,"Simplifying Fractions",3,"Subtopic"
7529,32,3,"Number",1,"Subject"
7529,144,32,"Basic Arithmetic",2,"Topic"
7529,204,144,"Mental Multiplication and Division",3,"Subtopic"
7539,49,3,"Algebra",1,"Subject"
7539,156,49,"Formula",2,"Topic"
7539,60,156,"Rearranging Formula and Equations",3,"Subtopic"
7543,71,3,"Geometry and Measure",1,"Subject"
7543,98,71,"Units of Measurement",2,"Topic"
7543,197,98,"Volume and Capacity Units",3,"Subtopic"
7543,195,98,"Length Units",3,"Subtopic"
7543,209,98,"Time",3,"Subtopic"
7547,32,3,"Number",1,"Subject"
7547,144,32,"Basic Arithmetic",2,"Topic"
7547,42,32,"Negative Numbers",2,"Topic"
7547,33,144,"BIDMAS",3,"Subtopic"
7547,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
7553,32,3,"Number",1,"Subject"
7553,40,32,"Indices, Powers and Roots",2,"Topic"
7553,35,32,"Calculator Use",2,"Topic"
7553,47,40,"Standard Form",3,"Subtopic"
7553,217,35,"Basic Calculator Use",3,"Subtopic"
7561,71,3,"Geometry and Measure",1,"Subject"
7561,32,3,"Number",1,"Subject"
7561,42,32,"Negative Numbers",2,"Topic"
7561,141,32,"Rounding and Estimating",2,"Topic"
7561,37,32,"Factors, Multiples and Primes",2,"Topic"
7561,144,32,"Basic Arithmetic",2,"Topic"
7561,272,71,"Similarity and Congruency",2,"Topic"
7561,210,42,"Ordering Negative Numbers",3,"Subtopic"
7561,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
7561,207,144,"Written Multiplication",3,"Subtopic"
7561,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
7561,219,37,"Factors and Highest Common Factor",3,"Subtopic"
7563,101,3,"Data and Statistics",1,"Subject"
7563,342,101,"Data Representation",2,"Topic"
7563,108,342,"Pictogram",3,"Subtopic"
7570,32,3,"Number",1,"Subject"
7570,36,32,"Decimals",2,"Topic"
7570,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
7576,49,3,"Algebra",1,"Subject"
7576,153,49,"Factorising",2,"Topic"
7576,62,49,"Writing and Simplifying Expressions",2,"Topic"
7576,70,62,"Writing Expressions",3,"Subtopic"
7576,52,153,"Factorising into a Single Bracket",3,"Subtopic"
7581,71,3,"Geometry and Measure",1,"Subject"
7581,278,71,"Transformations",2,"Topic"
7581,94,278,"Enlargement",3,"Subtopic"
7589,32,3,"Number",1,"Subject"
7589,44,32,"Percentages",2,"Topic"
7589,233,44,"Percentages of an Amount",3,"Subtopic"
7592,49,3,"Algebra",1,"Subject"
7592,154,49,"Solving Equations",2,"Topic"
7592,649,154,"Function Machines",3,"Subtopic"
7605,32,3,"Number",1,"Subject"
7605,39,32,"Fractions",2,"Topic"
7605,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
7605,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
7615,32,3,"Number",1,"Subject"
7615,144,32,"Basic Arithmetic",2,"Topic"
7615,33,144,"BIDMAS",3,"Subtopic"
7624,101,3,"Data and Statistics",1,"Subject"
7624,338,101,"Data Processing",2,"Topic"
7624,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
7629,49,3,"Algebra",1,"Subject"
7629,154,49,"Solving Equations",2,"Topic"
7629,153,49,"Factorising",2,"Topic"
7629,62,49,"Writing and Simplifying Expressions",2,"Topic"
7629,156,49,"Formula",2,"Topic"
7629,64,154,"Linear Equations",3,"Subtopic"
7629,52,153,"Factorising into a Single Bracket",3,"Subtopic"
7629,67,156,"Substitution into Formula",3,"Subtopic"
7629,70,62,"Writing Expressions",3,"Subtopic"
7645,71,3,"Geometry and Measure",1,"Subject"
7645,174,71,"2D Names and Properties of Shapes",2,"Topic"
7645,88,174,"Properties of Quadrilaterals",3,"Subtopic"
7645,175,174,"Properties of Triangles",3,"Subtopic"
7663,32,3,"Number",1,"Subject"
7663,39,32,"Fractions",2,"Topic"
7663,226,39,"Equivalent Fractions",3,"Subtopic"
7663,225,39,"Fractions of an Amount",3,"Subtopic"
7668,71,3,"Geometry and Measure",1,"Subject"
7668,178,71,"Perimeter and Area",2,"Topic"
7668,75,178,"Area of Simple Shapes",3,"Subtopic"
7679,32,3,"Number",1,"Subject"
7679,144,32,"Basic Arithmetic",2,"Topic"
7679,36,32,"Decimals",2,"Topic"
7679,202,144,"Place Value",3,"Subtopic"
7682,71,3,"Geometry and Measure",1,"Subject"
7682,97,71,"Basic Trigonometry",2,"Topic"
7682,279,97,"Right-angled Triangles (SOHCAHTOA)",3,"Subtopic"
7693,101,3,"Data and Statistics",1,"Subject"
7693,348,101,"Probability",2,"Topic"
7693,349,348,"Combined Events",3,"Subtopic"
7696,32,3,"Number",1,"Subject"
7696,144,32,"Basic Arithmetic",2,"Topic"
7696,203,144,"Mental Addition and Subtraction",3,"Subtopic"
7708,32,3,"Number",1,"Subject"
7708,45,32,"Proportion",2,"Topic"
7708,243,45,"Direct Proportion",3,"Subtopic"
7716,49,3,"Algebra",1,"Subject"
7716,71,3,"Geometry and Measure",1,"Subject"
7716,81,49,"Co-ordinates",2,"Topic"
7716,178,71,"Perimeter and Area",2,"Topic"
7716,408,81,"Midpoint Between Two Co-ordinates",3,"Subtopic"
7716,75,178,"Area of Simple Shapes",3,"Subtopic"
7716,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
7721,32,3,"Number",1,"Subject"
7721,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
7721,39,32,"Fractions",2,"Topic"
7721,141,32,"Rounding and Estimating",2,"Topic"
7721,144,32,"Basic Arithmetic",2,"Topic"
7721,202,144,"Place Value",3,"Subtopic"
7721,214,141,"Rounding to Decimal Places",3,"Subtopic"
7721,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
7721,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
7721,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
7729,32,3,"Number",1,"Subject"
7729,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
7729,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
7743,101,3,"Data and Statistics",1,"Subject"
7743,338,101,"Data Processing",2,"Topic"
7743,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
7749,32,3,"Number",1,"Subject"
7749,45,32,"Proportion",2,"Topic"
7749,243,45,"Direct Proportion",3,"Subtopic"
7756,49,3,"Algebra",1,"Subject"
7756,154,49,"Solving Equations",2,"Topic"
7756,64,154,"Linear Equations",3,"Subtopic"
7761,101,3,"Data and Statistics",1,"Subject"
7761,342,101,"Data Representation",2,"Topic"
7761,117,342,"Time Series and Line Graphs",3,"Subtopic"
7768,101,3,"Data and Statistics",1,"Subject"
7768,342,101,"Data Representation",2,"Topic"
7768,106,342,"Block Graphs and Bar Charts",3,"Subtopic"
7769,49,3,"Algebra",1,"Subject"
7769,61,49,"Sequences",2,"Topic"
7769,173,61,"Other Sequences",3,"Subtopic"
7769,172,61,"Quadratic Sequences",3,"Subtopic"
7787,101,3,"Data and Statistics",1,"Subject"
7787,113,101,"Data Collection",2,"Topic"
7787,1976,113,"Frequency tables",3,"Subtopic"
7789,32,3,"Number",1,"Subject"
7789,39,32,"Fractions",2,"Topic"
7789,44,32,"Percentages",2,"Topic"
7789,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
7789,232,39,"Dividing Fractions",3,"Subtopic"
7789,233,44,"Percentages of an Amount",3,"Subtopic"
7789,225,39,"Fractions of an Amount",3,"Subtopic"
7789,228,39,"Ordering Fractions",3,"Subtopic"
7793,49,3,"Algebra",1,"Subject"
7793,62,49,"Writing and Simplifying Expressions",2,"Topic"
7793,61,49,"Sequences",2,"Topic"
7793,156,49,"Formula",2,"Topic"
7793,154,49,"Solving Equations",2,"Topic"
7793,70,62,"Writing Expressions",3,"Subtopic"
7793,67,156,"Substitution into Formula",3,"Subtopic"
7793,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7793,649,154,"Function Machines",3,"Subtopic"
7802,32,3,"Number",1,"Subject"
7802,37,32,"Factors, Multiples and Primes",2,"Topic"
7802,39,32,"Fractions",2,"Topic"
7802,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
7802,226,39,"Equivalent Fractions",3,"Subtopic"
7802,227,39,"Simplifying Fractions",3,"Subtopic"
7803,32,3,"Number",1,"Subject"
7803,44,32,"Percentages",2,"Topic"
7803,234,44,"Percentage Increase and Decrease",3,"Subtopic"
7806,71,3,"Geometry and Measure",1,"Subject"
7806,98,71,"Units of Measurement",2,"Topic"
7806,209,98,"Time",3,"Subtopic"
7813,71,3,"Geometry and Measure",1,"Subject"
7813,178,71,"Perimeter and Area",2,"Topic"
7813,75,178,"Area of Simple Shapes",3,"Subtopic"
7813,86,178,"Perimeter",3,"Subtopic"
7813,179,178,"Compound Area",3,"Subtopic"
7838,32,3,"Number",1,"Subject"
7838,141,32,"Rounding and Estimating",2,"Topic"
7838,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
7843,32,3,"Number",1,"Subject"
7843,42,32,"Negative Numbers",2,"Topic"
7843,40,32,"Indices, Powers and Roots",2,"Topic"
7843,245,40,"Squares, Cubes, etc",3,"Subtopic"
7843,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
7846,32,3,"Number",1,"Subject"
7846,331,32,"Money",2,"Topic"
7846,41,331,"Basic Money",3,"Subtopic"
7870,49,3,"Algebra",1,"Subject"
7870,32,3,"Number",1,"Subject"
7870,81,49,"Co-ordinates",2,"Topic"
7870,54,49,"Straight Line Graphs",2,"Topic"
7870,45,32,"Proportion",2,"Topic"
7870,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
7870,243,45,"Direct Proportion",3,"Subtopic"
7870,1170,54,"Straight Line Graphs-Others",3,"Subtopic"
7870,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
7871,49,3,"Algebra",1,"Subject"
7871,61,49,"Sequences",2,"Topic"
7871,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7871,173,61,"Other Sequences",3,"Subtopic"
7880,32,3,"Number",1,"Subject"
7880,39,32,"Fractions",2,"Topic"
7880,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
7880,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
7880,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
7885,49,3,"Algebra",1,"Subject"
7885,154,49,"Solving Equations",2,"Topic"
7885,64,154,"Linear Equations",3,"Subtopic"
7886,71,3,"Geometry and Measure",1,"Subject"
7886,174,71,"2D Names and Properties of Shapes",2,"Topic"
7886,88,174,"Properties of Quadrilaterals",3,"Subtopic"
7886,175,174,"Properties of Triangles",3,"Subtopic"
7898,49,3,"Algebra",1,"Subject"
7898,61,49,"Sequences",2,"Topic"
7898,173,61,"Other Sequences",3,"Subtopic"
7898,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7899,32,3,"Number",1,"Subject"
7899,71,3,"Geometry and Measure",1,"Subject"
7899,144,32,"Basic Arithmetic",2,"Topic"
7899,272,71,"Similarity and Congruency",2,"Topic"
7899,204,144,"Mental Multiplication and Division",3,"Subtopic"
7899,202,144,"Place Value",3,"Subtopic"
7899,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
7899,203,144,"Mental Addition and Subtraction",3,"Subtopic"
7900,32,3,"Number",1,"Subject"
7900,144,32,"Basic Arithmetic",2,"Topic"
7900,202,144,"Place Value",3,"Subtopic"
7904,101,3,"Data and Statistics",1,"Subject"
7904,342,101,"Data Representation",2,"Topic"
7904,109,342,"Pie Chart",3,"Subtopic"
7922,71,3,"Geometry and Measure",1,"Subject"
7922,100,71,"Volume and Surface Area",2,"Topic"
7922,189,100,"Volume of Prisms",3,"Subtopic"
7927,32,3,"Number",1,"Subject"
7927,44,32,"Percentages",2,"Topic"
7927,233,44,"Percentages of an Amount",3,"Subtopic"
7927,234,44,"Percentage Increase and Decrease",3,"Subtopic"
7929,49,3,"Algebra",1,"Subject"
7929,54,49,"Straight Line Graphs",2,"Topic"
7929,61,49,"Sequences",2,"Topic"
7929,171,61,"Linear Sequences (nth term)",3,"Subtopic"
7929,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
7933,32,3,"Number",1,"Subject"
