"QuestionId_DQ","InterventionId","MetaDataId","Text","Sequence","MetaDataTagId","Label"
104637,5642,35905,"\( 1: \frac{2}{3} \)",3,5,"Answer B Text"
104637,5642,35906,"\( 1: 0 \)",4,7,"Answer C Text"
104637,5642,35907,"\( 1: 6 \)",5,9,"Answer D Text"
104596,5649,13519,"Sam and Sophie are arguing about rounding.
Sam says \( \mathbf{4 0 4 . 7 9 8} \) rounded to the nearest hundred is \( \mathbf{4 0 0} \)
Sophie says \( \mathbf{4 0 4 . 7 9 8} \) rounded to the nearest ten is \( \mathbf{4 0 0} \)
Who is correct?",1,1,"Question Text"
104596,5649,13520,"Only Sam",2,3,"Answer A Text"
104596,5649,13521,"Only Sophie",3,5,"Answer B Text"
104596,5649,13522,"Both Sam and Sophie",4,7,"Answer C Text"
104596,5649,13523,"Neither is correct",5,9,"Answer D Text"
103715,5650,15088,"\( 0.4 \times 5= \)",1,1,"Question Text"
103715,5650,15089,"\( 2 \)",2,3,"Answer A Text"
103715,5650,15090,"\( 0.9 \)",3,5,"Answer B Text"
103715,5650,15091,"\( 0.20 \)",4,7,"Answer C Text"
103715,5650,15092,"\( 0.45 \)",5,9,"Answer D Text"
148391,5657,5751,"Which question could the bar model represent?",1,1,"Question Text"
148391,5657,5752,"A bar model with the bar split into 4 equal parts. The 4 parts are labelled with a '?' and then underneath 3 of the parts are labelled with the number 15",2,2,"Question Image"
148391,5657,5753,"Calculate \( \frac{3}{4} \) of \( 15 \)",3,3,"Answer A Text"
148391,5657,5754,"\( \frac{3}{4} \) of \( \square=15 \)",4,5,"Answer B Text"
148391,5657,5755,"Calculate \( \frac{1}{3} \) of \( 15 \)",5,7,"Answer C Text"
148391,5657,5756,"\( \frac{4}{3} \) of \( \square=15 \)",6,9,"Answer D Text"
130045,5666,37417,"On Saturday, the Blues played Reds in a football match. 18,350 Blue fans and 21,749 Red fans attended the match. How many fans attended the match altogether?",1,1,"Question Text"
130045,5666,37418,"Which of these calculations would you use to answer this problem?",2,1,"Question Text"
130045,5666,37419,"\( 21,749+18,350 \)",3,3,"Answer A Text"
130045,5666,37420,"\( 21,749-18,350 \)",4,5,"Answer B Text"
130045,5666,37421,"\( 21,749 \div 18,350 \)",5,7,"Answer C Text"
130045,5666,37422,"\( 21,749 \times 18,350 \)",6,9,"Answer D Text"
131584,5667,14998,"Jack and Emily are discussing calculations involving square roots.

Jack says \( \sqrt{16}+\sqrt{9}=7 \)

Emily says \( \sqrt{16+9}=7 \)

Who is correct?",1,1,"Question Text"
131584,5667,14999,"Only Jack",2,3,"Answer A Text"
131584,5667,15000,"Only Emily",3,5,"Answer B Text"
131584,5667,15001,"Both Jack and Emily",4,7,"Answer C Text"
131584,5667,15002,"Neither is correct",5,9,"Answer D Text"
76888,5669,11028,"This pie chart shows how the employees of a company travel to work.

Which of the following can not be found from this pie chart?",1,1,"Question Text"
76888,5669,11029,"A pie chart showing four modes of transport - 10% train, 40% car, 30% bicycle, 20% bus",2,2,"Question Image"
76888,5669,11030,"The angle of each of the sector",3,3,"Answer A Text"
76888,5669,11031,"The modal form of transport",4,5,"Answer B Text"
76888,5669,11032,"The fraction who take each form of transport",5,7,"Answer C Text"
76888,5669,11033,"The mean form of transport",6,9,"Answer D Text"
133663,5681,16000,"\(
\frac{3}{8}-\frac{5}{24}=\frac{1}{\bigstar}
\)

What should replace the star?",1,1,"Question Text"
133663,5681,16001,"\( 4 \)",2,3,"Answer A Text"
133663,5681,16002,"\( 8 \)",3,5,"Answer B Text"
133663,5681,16003,"\( 6 \)",4,7,"Answer C Text"
133663,5681,16004,"\( 16 \)",5,9,"Answer D Text"
95817,5684,14625,"\( \frac{0.12-0.1}{0.4}= \)",1,1,"Question Text"
95817,5684,14626,"\( 0.03 \)",2,3,"Answer A Text"
95817,5684,14627,"\( 0.42 \)",3,5,"Answer B Text"
95817,5684,14628,"\( 0.05 \)",4,7,"Answer C Text"
95817,5684,14629,"\( 0.08 \)",5,9,"Answer D Text"
130057,5691,39973,"Which symbol makes the following statement correct?
\(
\frac{3}{4}\space \square\space \frac{5}{8}
\)",1,1,"Question Text"
130057,5691,39974,"\( = \)",2,3,"Answer A Text"
130057,5691,39975,"\( > \)",3,5,"Answer B Text"
130057,5691,39976,"\( < \)",4,7,"Answer C Text"
130057,5691,39977,"None of these",5,9,"Answer D Text"
109757,5701,43753,"What is the circumference of this circle to \( 1 \) decimal place?",1,1,"Question Text"
109757,5701,43754,"A circle with a line drawn from the centre to edge. The line is labelled 15 m.",2,2,"Question Image"
109757,5701,43755,"\( 2827.4 \mathrm{~m} \)",3,3,"Answer A Text"
109757,5701,43756,"\( 47.1 \mathrm{~m} \)",4,5,"Answer B Text"
109757,5701,43757,"\( 706.9 \) m",5,7,"Answer C Text"
109757,5701,43758,"\( 94.2 \mathrm{~m} \)",6,9,"Answer D Text"
101421,5702,3803,"Jack shares some money with his brother in the ratio \( 5: 4 \) If Jack gets \( £180 \), how much does his brother get?",1,1,"Question Text"
101421,5702,3804,"\( £ 100 \)",2,3,"Answer A Text"
101421,5702,3805,"\( £ 80 \)",3,5,"Answer B Text"
101421,5702,3806,"\( £ 144 \)",4,7,"Answer C Text"
101421,5702,3807,"\( £ 720 \)",5,9,"Answer D Text"
75937,5706,12735,"Add brackets to this calculation to make the answer \( 7 \).",1,1,"Question Text"
75937,5706,12736,"\( 16-6+4 \div 2 \)",2,1,"Question Text"
75937,5706,12737,"\( 16-(6+4) \div 2 \)",3,3,"Answer A Text"
75937,5706,12738,"\( (16-6)+4 \div 2 \)",4,5,"Answer B Text"
75937,5706,12739,"\( 16-6+(4 \div 2) \)",5,7,"Answer C Text"
75937,5706,12740,"\( (16-6+4) \div 2 \)",6,9,"Answer D Text"
130065,5707,1135,"Which of these options show the numbers
\[
8,605,527 \quad 8,605,572 \quad 8,650,527 \quad 8,605,752
\]
in order from smallest to largest?",1,1,"Question Text"
130065,5707,1136,"\( \begin{array}{l}8,650,527 \\ 8,605,752 \\ 8,605,572 \\ 8,605,527\end{array} \)",2,3,"Answer A Text"
130065,5707,1137,"\( \begin{array}{l}8,605,752 \\ 8,605,572 \\ 8,650,527 \\ 8,605,527\end{array} \)",3,5,"Answer B Text"
130065,5707,1138,"\( \begin{array}{l}8,605,527 \\ 8,605,752 \\ 8,605,572 \\ 8,650,527\end{array} \)",4,7,"Answer C Text"
130065,5707,1139,"\( \begin{array}{l}8,605,527 \\ 8,605,572 \\ 8,605,752 \\ 8,650,527\end{array} \)",5,9,"Answer D Text"
78136,5711,32078,"Three of the statements below are true. Which one is false?",1,1,"Question Text"
78136,5711,32079,"\( 34,000=3.4 \times 10^{4} \)",2,3,"Answer A Text"
78136,5711,32080,"\( 4.07 \times 10^{-3}=0.00407 \)",3,5,"Answer B Text"
78136,5711,32081,"\( 0.82 \times 10^{4} \) is the same as \( 82000 \times 10^{-1} \)",4,7,"Answer C Text"
78136,5711,32082,"\( 9.2 \times 10^{2} \) is bigger than \( 3 \times 10^{4} \)",5,9,"Answer D Text"
130055,5713,35445,"Which option shows the fractions in order from smallest to largest?",1,1,"Question Text"
130055,5713,35446,"\( \begin{array}{llll}\frac{3}{4} & \frac{1}{2} & \frac{2}{6} & \frac{1}{12}\end{array} \)",2,3,"Answer A Text"
130055,5713,35447,"\( \begin{array}{llll}\frac{1}{2} & \frac{3}{4} & \frac{2}{6} & \frac{1}{12}\end{array} \)",3,5,"Answer B Text"
130055,5713,35448,"\( \frac{1}{12} \quad \frac{2}{6} \quad \frac{1}{2} \quad \frac{3}{4} \)",4,7,"Answer C Text"
130055,5713,35449,"\( \begin{array}{llll}\frac{1}{2} & \frac{1}{12} & \frac{2}{6} & \frac{3}{4}\end{array} \)",5,9,"Answer D Text"
133667,5718,10745,"Jack and Emma are discussing how to work out the answer to \( \frac{5}{6}-\frac{1}{3} \)
Jack says you could change both denominators to \( 6 \)
Emma says you could change both denominators to \( 18 \)
Who is correct?",1,1,"Question Text"
133667,5718,10746,"Only Jack",2,3,"Answer A Text"
133667,5718,10747,"Only
Emma",3,5,"Answer B Text"
133667,5718,10748,"Both Jack and Emma",4,7,"Answer C Text"
133667,5718,10749,"Neither is correct",5,9,"Answer D Text"
101508,5725,13943,"\( 58 \%= \)",1,1,"Question Text"
101508,5725,13944,"\( \frac{5}{100}+\frac{8}{10} \)",2,3,"Answer A Text"
101508,5725,13945,"\( \frac{5}{10}+\frac{8}{100} \)",3,5,"Answer B Text"
101508,5725,13946,"\( \frac{5}{10}+\frac{8}{1} \)",4,7,"Answer C Text"
101508,5725,13947,"\( \frac{5}{100}+\frac{8}{100} \)",5,9,"Answer D Text"
76891,5736,2424,"Which calculation is correct to find the number of degrees representing comedy in a pie chart showing the following information?",1,1,"Question Text"
76891,5736,2425,"\begin{tabular}{|c|c|c|c|}
\hline Film Genre & Comedy & Romance & Action \\
\hline Number of teachers & \( 9 \) & \( 4 \) & \( 7 \) \\
\hline
\end{tabular}",2,1,"Question Text"
76891,5736,2426,"\( 360 \div 9 \)",3,3,"Answer A Text"
76891,5736,2427,"\( 360 \div 13 \times 9 \)",4,5,"Answer B Text"
76891,5736,2428,"\( 360 \div 9+4+7 \times 4 \)",5,7,"Answer C Text"
76891,5736,2429,"\( \frac{9}{9+7+4} \times 360 \)",6,9,"Answer D Text"
76833,5742,33211,"Lina turns clockwise from facing \( \mathrm{NW} \) to facing \( \mathrm{S} \)

How many degrees has Lina turned?",1,1,"Question Text"
76833,5742,33212,"A image of a compass.",2,2,"Question Image"
76833,5742,33213,"\( 225^{\degree} \)",3,3,"Answer A Text"
76833,5742,33214,"\( 315^{\degree} \)",4,5,"Answer B Text"
76833,5742,33215,"\( 135^{\degree} \)",5,7,"Answer C Text"
76833,5742,33216,"\( 180^{\degree} \)",6,9,"Answer D Text"
107904,5748,3240,"What is the range of the following numbers?
\( 2,2,4,17,10 \)",1,1,"Question Text"
107904,5748,3241,"\( 15 \)",2,3,"Answer A Text"
107904,5748,3242,"\( 8 \)",3,5,"Answer B Text"
107904,5748,3243,"\( 2 \)",4,7,"Answer C Text"
107904,5748,3244,"\( 19 \)",5,9,"Answer D Text"
134937,5749,35943,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{8}: \frac{1}{2}
\)",1,1,"Question Text"
134937,5749,35944,"\( 1: 4 \)",2,3,"Answer A Text"
134937,5749,35945,"\( 4: 1 \)",3,5,"Answer B Text"
134937,5749,35946,"\( 2: 8 \)",4,7,"Answer C Text"
134937,5749,35947,"\( 8: 2 \)",5,9,"Answer D Text"
107895,5763,11770,"What is the mode of the following numbers?
\(
0.4, \quad \frac{1}{4}, \quad 2.5, \quad \frac{2}{5}
\)",1,1,"Question Text"
107895,5763,11771,"\( \frac{1}{4} \)",2,3,"Answer A Text"
107895,5763,11772,"\( \frac{2}{5} \)",3,5,"Answer B Text"
107895,5763,11773,"\( 0.4 \) and \( 2.5 \)",4,7,"Answer C Text"
107895,5763,11774,"There is no mode",5,9,"Answer D Text"
77928,5770,50647,"What is the modal class of the data below, on sunflower heights?",1,1,"Question Text"
77928,5770,50648,"\begin{tabular}{|c|c|}
\hline Height (cm) & Frequency \\
\hline \( 100 \leq h<120 \) & \( 19 \) \\
\hline \( 120 \leq h<140 \) & \( 15 \) \\
\hline \( 140 \leq h<160 \) & \( 7 \) \\
\hline \( 160 \leq h<180 \) & \( 9 \) \\
\hline\( h \geq 180 \) & \( 5 \) \\
\hline
\end{tabular}",2,1,"Question Text"
77928,5770,50649,"\( h \geq 180 \)",3,3,"Answer A Text"
77928,5770,50650,"\( 140 \leq h<160 \)",4,5,"Answer B Text"
77928,5770,50651,"\( 160 \leq h<180 \)",5,7,"Answer C Text"
77928,5770,50652,"\( 100 \leq h<120 \)",6,9,"Answer D Text"
100586,5773,5255,"What is \( 2.5 \) written as a fraction?",1,1,"Question Text"
100586,5773,5256,"\( 2 \frac{1}{5} \)",2,3,"Answer A Text"
100586,5773,5257,"\( \frac{1}{2.5} \)",3,5,"Answer B Text"
100586,5773,5258,"\( \frac{5}{2} \)",4,7,"Answer C Text"
100586,5773,5259,"You cannot write decimal numbers as fractions",5,9,"Answer D Text"
134917,5775,35928,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{4}: \frac{1}{2}
\)",1,1,"Question Text"
134917,5775,35929,"\( 4: 2 \)",2,3,"Answer A Text"
134917,5775,35930,"\( 2: 4 \)",3,5,"Answer B Text"
134917,5775,35931,"\( 2: 1 \)",4,7,"Answer C Text"
134917,5775,35932,"\( 1: 2 \)",5,9,"Answer D Text"
131353,5776,7789,"Leo and Mia are discussing how to say: \( 3 q+p q \)

Leo says it is: \( 3 \) multiplied by \( q \), plus \( p \) plus \( q \)

Mia says it is: \( 3 \) multiplied by \( q \), plus \( p \) multiplied by \( q \)


Who is correct?",1,1,"Question Text"
131353,5776,7790,"Only Leo",2,3,"Answer A Text"
131353,5776,7791,"Only Mia",3,5,"Answer B Text"
131353,5776,7792,"Both Leo and Mia",4,7,"Answer C Text"
131353,5776,7793,"Neither is correct",5,9,"Answer D Text"
101871,5780,1943,"Jake and Lisa are discussing mental addition and subtraction strategies.

Jake says a good way to add \( 9 \) is to add \( 10 \) and then subtract \( 1 \).

Lisa says a good way to subtract \( 9 \) is to subtract \( 10 \) and then subtract \( 1 \).

Who is correct?",1,1,"Question Text"
101871,5780,1944,"Only Jake",2,3,"Answer A Text"
101871,5780,1945,"Only Lisa",3,5,"Answer B Text"
101871,5780,1946,"Both Jake and Lisa",4,7,"Answer C Text"
101871,5780,1947,"Neither is correct",5,9,"Answer D Text"
89405,5799,2100,"Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?",1,1,"Question Text"
89405,5799,2101,"\( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)",2,3,"Answer A Text"
89405,5799,2102,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)",3,5,"Answer B Text"
89405,5799,2103,"\( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \)
hotter than
\( -7^{\circ} \mathrm{C} \)",4,7,"Answer C Text"
89405,5799,2104,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
hotter than
\( -7^{\circ} \mathrm{C} \)",5,9,"Answer D Text"
100995,5804,38577,"'A shaded rectangle' = 1",1,2,"Question Image"
100995,5804,38578,"Which of the following calculations could this diagram represent?",2,1,"Question Text"
100995,5804,38579,"\begin{tabular}{|c|c|c|c|}
\hline\( \frac{1}{2} \) & \( \frac{1}{2} \) & \( \frac{1}{2} \) & \( \frac{1}{2} \) \\
\hline\( \frac{1}{2} \) & \( \frac{1}{2} \) & \( \frac{1}{2} \) & \( \frac{1}{2} \) \\
\hline
\end{tabular}",3,2,"Question Image"
100995,5804,38580,"\( 8 \times \frac{1}{2}=4 \)",4,3,"Answer A Text"
100995,5804,38581,"\( 8 \times \frac{1}{2}=16 \)",5,5,"Answer B Text"
100995,5804,38582,"\( 4 \times \frac{1}{2}=8 \)",6,7,"Answer C Text"
100995,5804,38583,"\( 8 \times \frac{1}{2}=4 \frac{1}{2} \)",7,9,"Answer D Text"
146279,5809,5908,"This is how Lina calculates the answer to \( 12.3+4.5 \) mentally",1,1,"Question Text"
146279,5809,5909,"Image showing a cartoon girl with three thought bubbles above her head. The first bubble states 'I added the whole part first 12+4=16'. The second states 'I then added the decimal part 0.3+0.5=0.8'. The third bubble states 'I then added 16 and 0.8 to get 16.8.So 12.3+4.5=16.8'",2,2,"Question Image"
146279,5809,5910,"Lina uses the same method to calculate \( 3.5+21.8 \). Which of the following shows how she would do this?",3,1,"Question Text"
146279,5809,5911,"\( \begin{array}{c}3+21=24 \\ 0.5+0.8=0.13 \\ 24+0.13=24.13\end{array} \)",4,3,"Answer A Text"
146279,5809,5912,"\( \begin{array}{c}3.5+21=24.5 \\ 24.5+0.8=25.3\end{array} \)",5,5,"Answer B Text"
146279,5809,5913,"\( \begin{array}{c}3+21=24 \\ 0.5+0.8=1.3 \\ 24+1.3=24.13\end{array} \)",6,7,"Answer C Text"
146279,5809,5914,"\( \begin{array}{c}3+21=24 \\ 0.5+0.8=1.3 \\ 24+1.3=25.3\end{array} \)",7,9,"Answer D Text"
135052,5811,34835,"Alex buys an investment product for \( £ p \) that pays a simple interest rate of \( q \% \) per annum.

Which of the following formulae would calculate the total interest \((I)\) Alex receives after \( n \) years?",1,1,"Question Text"
135052,5811,34836,"\( I=\left(p \times \frac{q}{100}\right)+n \)",2,3,"Answer A Text"
135052,5811,34837,"\( I=\left(p \times \frac{q}{100}\right) \times n \)",3,5,"Answer B Text"
135052,5811,34838,"\( I=p \times\left(1+\frac{q}{100}\right)^{n} \)",4,7,"Answer C Text"
135052,5811,34839,"\( I=\left( p \times q \right) \times n \)",5,9,"Answer D Text"
89460,5814,2725,"What number belongs in the box?
\(
(-2)-(-7)=
\square\)",1,1,"Question Text"
89460,5814,2726,"\( -9 \)",2,3,"Answer A Text"
89460,5814,2727,"\( 5 \)",3,5,"Answer B Text"
89460,5814,2728,"\( 9 \)",4,7,"Answer C Text"
89460,5814,2729,"\( -5 \)",5,9,"Answer D Text"
146172,5818,6944,"Javier wants to multiply a number by \( 99 \)
Which one of the following methods would give him the correct answer?",1,1,"Question Text"
146172,5818,6945,"Multiply by \( 100 \) then subtract the original number",2,3,"Answer A Text"
146172,5818,6946,"Multiply by \( 100 \) then add the original number",3,5,"Answer B Text"
146172,5818,6947,"Multiply by \( 100 \) then subtract \( 1 \)",4,7,"Answer C Text"
146172,5818,6948,"Multiply by \( 100 \) then add \( 1 \)",5,9,"Answer D Text"
106643,5824,14851,"Solve the equation:
\(
\frac{t-3}{2}=\frac{1}{8}
\)",1,1,"Question Text"
106643,5824,14852,"\( t=6 \frac{1}{4} \)",2,3,"Answer A Text"
106643,5824,14853,"\( t=1 \)",3,5,"Answer B Text"
106643,5824,14854,"\( t=3 \frac{1}{16} \)",4,7,"Answer C Text"
106643,5824,14855,"\( t=3 \frac{1}{4} \)",5,9,"Answer D Text"
147439,5825,17126,"A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The next rectangle has ""− 4"" written inside it, the next rectangle has ""✕ 4"" written inside it and the final rectangle on the right has ""output"" written above it and ""8m − 20"" written inside it.",1,2,"Question Image"
147439,5825,17127,"What is the input of this function machine?",2,1,"Question Text"
147439,5825,17128,"\( 2 m-16 \)",3,3,"Answer A Text"
147439,5825,17129,"\( 2 m-1 \)",4,5,"Answer B Text"
147439,5825,17130,"\( 2 m-20 \)",5,7,"Answer C Text"
147439,5825,17131,"\( 2 m-5 \)",6,9,"Answer D Text"
77587,5834,10836,"How much taller is Mount St. Kibo than the combined height of Mount St. Martha and Glencoe Peak?",1,1,"Question Text"
77587,5834,10837,"\begin{tabular}{|c|c|}
\hline Mountain & Height (metres) \\
\hline Kibo & \( 12,388 \) \\
\hline St. Martha & \( 8,368 \) \\
\hline Glencoe Peak & \( 1,344 \) \\
\hline
\end{tabular}",2,1,"Question Text"
77587,5834,10838,"\( 2,676 \mathrm{~m} \)",3,3,"Answer A Text"
77587,5834,10839,"\( 9,712 \mathrm{~m} \)",4,5,"Answer B Text"
77587,5834,10840,"\( 4,020 \mathrm{~m} \)",5,7,"Answer C Text"
77587,5834,10841,"\( 17,476 \mathrm{~m} \)",6,9,"Answer D Text"
133556,5841,40999,"\begin{tabular}{|c|c|}
\( a \) & \( \mathbf{b} \) \\
\hline \( 5 \) & \( 16 \) \\
\hline \( 8 \) & \\
\hline
\end{tabular}",1,1,"Question Text"
133556,5841,41000,"If \( a \) is directly proportional to \( b \). Which of these calculations will not find the missing value?",2,1,"Question Text"
133556,5841,41001,"\( 16 \div 5 \times 8 \)",3,3,"Answer A Text"
133556,5841,41002,"\( 8 \div 16 \times 5 \)",4,5,"Answer B Text"
133556,5841,41003,"\( 8 \div 5 \times 16 \)",5,7,"Answer C Text"
133556,5841,41004,"\( 16 \times \frac{8}{5} \)",6,9,"Answer D Text"
75890,5844,14421,"Duncan's phone is on \( 0 \% \). He charges the battery by \( 0.35 \) on his laptop. Then he charges it another \( \frac{1}{5} \). How much does he have left to charge to reach \( 100 \% \) ?",1,1,"Question Text"
75890,5844,14422,"\( 60 \% \)",2,3,"Answer A Text"
75890,5844,14423,"\( 15 \% \)",3,5,"Answer B Text"
75890,5844,14424,"\( 55 \% \)",4,7,"Answer C Text"
75890,5844,14425,"\( 45 \% \)",5,9,"Answer D Text"
75969,5845,15063,"Estimate the value of
\(
\frac{4.12 \times 18.3}{0.226}
\)",1,1,"Question Text"
75969,5845,15064,"\( 14.4 \)",2,3,"Answer A Text"
75969,5845,15065,"\( 16 \)",3,5,"Answer B Text"
75969,5845,15066,"\( 400 \)",4,7,"Answer C Text"
75969,5845,15067,"\( 360 \)",5,9,"Answer D Text"
133746,5847,17615,"This graph shows the amount of potatoes consumed by a restaurant in a week.

How many more potatoes were consumed on Wednesday compared to Friday?",1,1,"Question Text"
133746,5847,17616,"A graph showing the amount of potatoes consumed, at a restaurant, in kg, in a week. Monday 15kg were consumed, Tuesday 20kg, Wednesday 30kg, Thursday 10kg, Friday 15kg, Saturday 25kg and Sunday 35kg.",2,2,"Question Image"
133746,5847,17617,"\( 3 \mathrm{~kg} \)",3,3,"Answer A Text"
133746,5847,17618,"\( 15 \mathrm{~kg} \)",4,5,"Answer B Text"
133746,5847,17619,"\( 30 \mathrm{~kg} \)",5,7,"Answer C Text"
133746,5847,17620,"\( 45 \mathrm{~kg} \)",6,9,"Answer D Text"
76817,5848,31964,"A jacket is reduced in a sale by \( 10 \% \). A customer has a loyalty card for a further \( 5 \% \) off the price.

What is the overall percentage decrease in the price of the jacket?",1,1,"Question Text"
76817,5848,31965,"\( 15 \% \)",2,3,"Answer A Text"
76817,5848,31966,"\( 4.5 \% \)",3,5,"Answer B Text"
76817,5848,31967,"\( 0.5 \% \)",4,7,"Answer C Text"
76817,5848,31968,"\( 14.5 \% \)",5,9,"Answer D Text"
103785,5858,15218,"\( 0.6 \times 0.4= \)",1,1,"Question Text"
103785,5858,15219,"\( 0.24 \)",2,3,"Answer A Text"
103785,5858,15220,"\( 1 \)",3,5,"Answer B Text"
103785,5858,15221,"\( 2.4 \)",4,7,"Answer C Text"
103785,5858,15222,"\( 0.024 \)",5,9,"Answer D Text"
76891,5861,2424,"Which calculation is correct to find the number of degrees representing comedy in a pie chart showing the following information?",1,1,"Question Text"
76891,5861,2425,"\begin{tabular}{|c|c|c|c|}
\hline Film Genre & Comedy & Romance & Action \\
\hline Number of teachers & \( 9 \) & \( 4 \) & \( 7 \) \\
\hline
\end{tabular}",2,1,"Question Text"
76891,5861,2426,"\( 360 \div 9 \)",3,3,"Answer A Text"
76891,5861,2427,"\( 360 \div 13 \times 9 \)",4,5,"Answer B Text"
76891,5861,2428,"\( 360 \div 9+4+7 \times 4 \)",5,7,"Answer C Text"
76891,5861,2429,"\( \frac{9}{9+7+4} \times 360 \)",6,9,"Answer D Text"
99537,5866,36123,"Jack and Emma are arguing about powers.
\( m \) and \( n \) are integers

Jack says there is no value of \( m \) that means \( 2^{m} \) ends in \( 0 \).
Emma says there is no value of \( n \) that means \( 5^{n} \) ends in \( 0 \).
Who is correct?",1,1,"Question Text"
99537,5866,36124,"Only
Jack",2,3,"Answer A Text"
99537,5866,36125,"Only
Emma",3,5,"Answer B Text"
99537,5866,36126,"Both Jack and Emma",4,7,"Answer C Text"
99537,5866,36127,"Neither is correct",5,9,"Answer D Text"
106633,5869,14811,"Jack and Lily are arguing about a first step to solve this equation:
\(
4(m-1)=20
\)
Jack says you can write: \( 4 m=21 \)
Lily says you can write: \( m-1=5 \)
Who is correct?",1,1,"Question Text"
106633,5869,14812,"Only Jack",2,3,"Answer A Text"
106633,5869,14813,"Only Lily",3,5,"Answer B Text"
106633,5869,14814,"Both Jack and Lily",4,7,"Answer C Text"
106633,5869,14815,"Neither is correct",5,9,"Answer D Text"
75993,5875,31038,"A greengrocer makes a stack of \( 45 \) melons and \( 60 \) grapefruits. He wants to make a mini version of the stack but only has \( 24 \) grapefruits. How many melons does he need to makes the stacks similar?",1,1,"Question Text"
75993,5875,31039,"\( 18 \)",2,3,"Answer A Text"
75993,5875,31040,"\( 9 \)",3,5,"Answer B Text"
75993,5875,31041,"\( 20 \)",4,7,"Answer C Text"
75993,5875,31042,"\( 24 \)",5,9,"Answer D Text"
131442,5880,13805,"\(
1 \frac{2}{3} \times 2 \frac{3}{4}=\bigstar \frac{7}{12}
\)
What should replace the star?",1,1,"Question Text"
131442,5880,13806,"\( 2 \)",2,3,"Answer A Text"
131442,5880,13807,"\( 3 \)",3,5,"Answer B Text"
131442,5880,13808,"\( 4 \)",4,7,"Answer C Text"
131442,5880,13809,"\( 5 \)",5,9,"Answer D Text"
89405,5883,2100,"Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?",1,1,"Question Text"
89405,5883,2101,"\( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)",2,3,"Answer A Text"
89405,5883,2102,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)",3,5,"Answer B Text"
89405,5883,2103,"\( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \)
hotter than
\( -7^{\circ} \mathrm{C} \)",4,7,"Answer C Text"
89405,5883,2104,"\( 5^{\circ} \mathrm{C} \) is \( 12^{\circ} \mathrm{C} \) 
hotter than
\( -7^{\circ} \mathrm{C} \)",5,9,"Answer D Text"
131666,5888,21023,"Which of the following is a correct simplification of:",1,1,"Question Text"
131666,5888,21024,"\( 4 p-2 q+3 r+q \)",2,1,"Question Text"
131666,5888,21025,"\( 6 p q r \)",3,3,"Answer A Text"
131666,5888,21026,"\( 4 p+3 q+3 r \)",4,5,"Answer B Text"
131666,5888,21027,"\( 4 p+q+3 r \)",5,7,"Answer C Text"
131666,5888,21028,"\( 4 p-q+3 r \)",6,9,"Answer D Text"
76873,5893,41384,"Find angle \( a \).",1,1,"Question Text"
76873,5893,41385,"Eight sided shape with three of the angles labelled with an a and the others labelled: 125 degrees, 125 degrees, 130 degrees, 100 degrees and 120 degrees.",2,2,"Question Image"
76873,5893,41386,"\( 160^{\circ} \)",3,3,"Answer A Text"
76873,5893,41387,"\( 280^{\circ} \)",4,5,"Answer B Text"
76873,5893,41388,"\( 480^{\circ} \)",5,7,"Answer C Text"
76873,5893,41389,"\( 80^{\circ} \)",6,9,"Answer D Text"
89448,5902,35560,"Which number is \( 2 \) less than \( \frac{3}{7} \) ?",1,1,"Question Text"
89448,5902,35561,"\( -1 \frac{3}{7} \)",2,3,"Answer A Text"
89448,5902,35562,"\( \frac{1}{7} \)",3,5,"Answer B Text"
89448,5902,35563,"\( -2 \frac{3}{7} \)",4,7,"Answer C Text"
89448,5902,35564,"\( -1 \frac{4}{7} \)",5,9,"Answer D Text"
107880,5903,11694,"What is the median of the following numbers?
\(
\frac{3}{7} , \quad \frac{5}{9} , \quad \frac{1}{2}
\)",1,1,"Question Text"
107880,5903,11695,"\( \frac{1}{2} \)",2,3,"Answer A Text"
107880,5903,11696,"\( \frac{3}{7} \)",3,5,"Answer B Text"
107880,5903,11697,"\( \frac{5}{9} \)",4,7,"Answer C Text"
107880,5903,11698,"There is no median",5,9,"Answer D Text"
