"InterventionId","TutorId","QuestionId_DQ","MessageSequence","IsTutor","MessageString","TalkMovePrediction"
4867,67,147438,47,1,"can i help you with anything else today?","<None>"
4867,-1,147438,48,0,"No thank you","<NA>"
4867,67,147438,49,1,"ok - I will send you back to the lesson now - well done. Great deeper thinking going on here","<None>"
4887,283,77169,1,1,"Hi Nina!","<None>"
4887,-1,77169,2,0,"look lila i have NO IDEA WTH IS THIS IS","<NA>"
4887,283,77169,3,1,"Ok, no worries...So, we know the area of the square","<None>"
4887,-1,77169,4,0,"IM CRYING IN REAL LIFE","<NA>"
4887,-1,77169,5,0,"yes","<NA>"
4887,283,77169,6,1,"Oh, NIna, I'm very sorry to hear that, we can do this together, it will be fine ","<None>"
4887,283,77169,7,1,"if we know the area of the square is 196...how can we work out the length of the side of the square?","<Press for Accuracy>"
4887,-1,77169,8,0,"divide it?","<NA>"
4887,283,77169,9,1,"yes, kind of...we want to square root 196","<Revoicing>"
4887,283,77169,10,1,"because we will have multiplied a number by itself to get the area","<None>"
4887,-1,77169,11,0,"right...","<NA>"
4887,283,77169,12,1,"so the square root of 196 is 14.","<None>"
4887,283,77169,13,1,"because 14 x 14 = 196","<None>"
4887,283,77169,14,1,"so each side of the square is 14cm.","<None>"
4887,-1,77169,15,0,"okay thank you","<NA>"
4887,283,77169,16,1,"so, how long is each side of the pentagon?","<Press for Accuracy>"
4887,-1,77169,17,0,"14cm2","<NA>"
4887,-1,77169,18,0,"nonot squared sorry","<NA>"
4887,283,77169,19,1,"14cm, yes ⭐️","<Revoicing>"
4887,-1,77169,20,0,"bye lila ;-;","<NA>"
4887,283,77169,21,1,"ok, so each side of this compound shape is 14cm....so you need to multiply 14 by how many sides the shape has","<None>"
4887,-1,77169,22,0,"bye","<NA>"
4887,283,77169,23,1,"...to get the perimeter (the distance around the outside of the hole shape)..","<None>"
4887,283,77169,24,1,"ok, bye!","<None>"
4900,2621,76868,1,1,"Hi Javier","<None>"
4900,-1,76868,2,0,"Greetings","<NA>"
4900,2621,76868,3,1,"How can I help?","<Keep Together>"
4900,-1,76868,4,0,"I need help","<NA>"
4900,2621,76868,5,1,"Ok let's take a look","<None>"
4900,2621,76868,6,1,"So we want a formula for finding the sum of the interior angles in any polygon, where n represents the number of sides","<None>"
4900,2621,76868,7,1,"Have a look at the diagrams first","<None>"
4900,2621,76868,8,1,"There is a triangle, then a diagram showing that a quadrilateral can be divided into 2 triangles, then a diagram showing that a pentagon can be divided into three triangles, and so on","<None>"
4900,-1,76868,9,0,"I think it’s a","<NA>"
4900,2621,76868,10,1,"In each case, what do you notice about the number of triangles and the number of sides the shape has?","<Press for Accuracy>"
4900,-1,76868,11,0,"B","<NA>"
4900,2621,76868,12,1,"Not quite","<None>"
4900,-1,76868,13,0,"A","<NA>"
4900,2621,76868,14,1,"So the pentagon, which has 5 sides, has been divided into 3 triangles","<None>"
4900,2621,76868,15,1,"the number of triangles is 2 less than the number of sides","<None>"
4900,2621,76868,16,1,"So if the number of sides was n, the number of triangles would be n - 2","<None>"
4900,2621,76868,17,1,"then we need to think about what the angles in a triangle add up to","<None>"
4900,2621,76868,18,1,"can you remember?","<Press for Accuracy>"
4900,-1,76868,19,0,"C","<NA>"
4900,2621,76868,20,1,"Are you following what I'm trying to explain to you?","<Keep Together>"
4900,2621,76868,21,1,"You seem to just be guessing the answer","<None>"
4900,-1,76868,22,0,"D","<NA>"
4900,2621,76868,23,1,"The answer is D. A polygon with n sides can be split into n - 2 triangles, and the angles in each of those triangles add up to 180 degrees","<Revoicing>"
4900,2621,76868,24,1,"So the total of all the angles in the polygon is (n-2) x 180","<None>"
4900,-1,76868,25,0,"26","<NA>"
4900,2621,76868,26,1,"I'm going to let you go back and carry on working through the lesson now","<None>"
4900,-1,76868,27,0,"I don’t need help","<NA>"
4900,2621,76868,28,1,"Bye Javier","<None>"
4903,346,95804,1,1,"Hi there 👋 how can I help?","<None>"
4903,-1,95804,2,0,"can you help me on how to answer this question pleade","<NA>"
4903,346,95804,3,1,"yes, let me quickly have a look","<None>"
4903,346,95804,4,1,"okay so what kind of triangle is this? 😊","<Press for Accuracy>"
4903,-1,95804,5,0,"isosceles","<NA>"
4903,346,95804,6,1,"perfect, so you know that it is symmetrical. how would you find the height of this triangle?","<Press for Accuracy>"
4903,-1,95804,7,0,"i am not sure","<NA>"
4903,346,95804,8,1,"have you learnt about Pythagoras yet?","<Keep Together>"
4903,-1,95804,9,0,"yes","<NA>"
4903,346,95804,10,1,"you need to use Pythagoras to find the perpendicular height. What would the hypotenuse be? ","<Press for Accuracy>"
4903,-1,95804,11,0,"the longest side opposite the right angle","<NA>"
4903,346,95804,12,1,"okay perfect, so on this triangle, what would the hypotenuse be?","<Press for Accuracy>"
4903,-1,95804,13,0,"13","<NA>"
4903,346,95804,14,1,"good, now what is the length of one of the shorter sides if you were to split the triangle into 2 right angle triangles?","<Press for Accuracy>"
4903,-1,95804,15,0,"5","<NA>"
4903,-1,95804,16,0,"would you now to answer the question times 13 by 5","<NA>"
4903,346,95804,17,1,"not quite, you need to work out the height still","<None>"
4903,346,95804,18,1,"using Pythagoras, you know that the hypotenuse squared - the shorter side squared is equal to the other shorter side squared","<None>"
4903,346,95804,19,1,"so we can do 13 squared - 5 squared to find the height squared","<None>"
4903,-1,95804,20,0,"12 squared","<NA>"
4903,346,95804,21,1,"perfect, so that means the height is 12 😊","<Revoicing>"
4903,346,95804,22,1,"so now you just need to use the area of a triangle formula which is 1/2 x b x h","<None>"
4903,346,95804,23,1,"your whole base is 10","<None>"
4903,346,95804,24,1,"height is 12","<None>"
4903,346,95804,25,1,"so 1/2 x 10 x 12","<None>"
4903,-1,95804,26,0,"60","<NA>"
4903,346,95804,27,1,"that your answer 😊 would you like any more help?","<Keep Together>"
4903,-1,95804,28,0,"Thank You So Much Lila !","<NA>"
4903,346,95804,29,1,"no problem 😊","<None>"
4903,346,95804,30,1,"I'll let you get back to the lesson ","<None>"
4908,17,101094,1,1,"Hello 👋","<None>"
4908,-1,101094,2,0,"hello","<NA>"
4908,17,101094,3,1,"How can I help?","<Keep Together>"
4908,-1,101094,4,0,"I need help with this question","<NA>"
4908,-1,101094,5,0,"ok","<NA>"
4908,-1,101094,6,0,"hello","<NA>"
4908,17,101094,7,1,"So we have 7/8 and 1/10 ","<None>"
4908,17,101094,8,1,"What can we use as a common denominator to compare? 💡🧠","<Press for Accuracy>"
4908,-1,101094,9,0,"80","<NA>"
4908,17,101094,10,1,"PERFECT ✅✅✅","<None>"
4908,17,101094,11,1,"7/8 = ?/80","<None>"
4908,-1,101094,12,0,"70","<NA>"
4908,17,101094,13,1,"Great 😃👌","<None>"
4908,17,101094,14,1,"1/10 = ? /80","<Press for Accuracy>"
4908,-1,101094,15,0,"8","<NA>"
4908,17,101094,16,1,"Suweeeet","<None>"
4908,-1,101094,17,0,"👍","<NA>"
4908,17,101094,18,1,"So we have 70/80 = 8/80 + ?","<None>"
4908,-1,101094,19,0,"78/80","<NA>"
4908,17,101094,20,1,"8/80 + 78/ 80 = 86/80 😵","<Revoicing>"
4908,17,101094,21,1,"What do you add to 8/80 to get 70/80??? 🧠🧠🧠","<Press for Accuracy>"
4908,-1,101094,22,0,"63/80","<NA>"
4908,-1,101094,23,0,"62","<NA>"
4908,-1,101094,24,0,"62/80","<NA>"
4908,17,101094,25,1,"Nailed it 🔨🔨🔨","<None>"
4908,17,101094,26,1,"So 62/80 is correct but we need to simplify it 😁👌","<None>"
4908,-1,101094,27,0,"half right","<NA>"
4908,-1,101094,28,0,"half i","<NA>"
4908,-1,101094,29,0,"it","<NA>"
4908,17,101094,30,1,"EXACTLY 😊👍 so which of A, B, C or D must be correct? 😊👌
","<Press for Accuracy>"
4908,-1,101094,31,0,"A","<NA>"
4908,17,101094,32,1,"BOOM 💥💥💥💥💥","<None>"
4908,17,101094,33,1,"FANTASTIC WORKING OUT 😃🏆👍💥⭐😊😁✅
","<None>"
4908,17,101094,34,1,"Does this question make more sense now? 😊
","<Keep Together>"
4908,-1,101094,35,0,"Thanks for the help","<NA>"
4908,-1,101094,36,0,"yeah","<NA>"
4908,17,101094,37,1,"You are super welcome 😃👍","<None>"
4908,17,101094,38,1,"Nice one for requesting help 😊👍 
","<None>"
4908,17,101094,39,1,"Ready to go back to eedi? 🤖","<None>"
4908,-1,101094,40,0,"yep","<NA>"
4908,17,101094,41,1,"Awesome, I’ll pass you back to the lesson 😃👍","<None>"
4908,17,101094,42,1,"Excellent work Marcel ✅","<None>"
4908,17,101094,43,1,"Bye for now 👋👋👋","<None>"
4908,-1,101094,44,0,"bye","<NA>"
4910,283,109779,1,1,"Hi Sophia!","<None>"
4910,-1,109779,2,0,"hi again I just am confused","<NA>"
4910,283,109779,3,1,"That's ok...I can help with that.","<None>"
4910,-1,109779,4,0,"im doing the way we did but coming out with a different answer","<NA>"
4910,-1,109779,5,0,"I did 6x6","<NA>"
4910,-1,109779,6,0,"=36 and timing it by pi","<NA>"
4910,283,109779,7,1,"So, 6 is the diameter and we have to use the radius.","<Revoicing>"
4910,283,109779,8,1,"But apart from that - perfect method.","<None>"
4910,283,109779,9,1,"So, instead of 6x6, what sum will you do?","<Press for Accuracy>"
4910,-1,109779,10,0,"6 divided by 6","<NA>"
4910,-1,109779,11,0,"?","<NA>"
4910,283,109779,12,1,"No, you need to do the same sum, it's just that they've told you the diameter, which is 6m.","<Revoicing>"
4910,283,109779,13,1,"The radius is half the diameter.","<None>"
4910,-1,109779,14,0,"so 6x6","<NA>"
4910,283,109779,15,1,"So, what is the length of the radius?","<Press for Accuracy>"
4910,283,109779,16,1,"What is half of 6?","<Press for Accuracy>"
4910,-1,109779,17,0,"18","<NA>"
4910,-1,109779,18,0,"half of 6","<NA>"
4910,-1,109779,19,0,"its 3","<NA>"
4910,283,109779,20,1,"Yes, great, so the radius is 3, does this make sense?","<Keep Together>"
4910,-1,109779,21,0,"yes","<NA>"
4910,283,109779,22,1,"great, so now you can calculate 𝜋𝑟²","<None>"
4910,283,109779,23,1,"What do you get for 𝜋𝑟²","<Press for Accuracy>"
4910,-1,109779,24,0,"9.4","<NA>"
4910,283,109779,25,1,"Try again, do 𝜋 X 𝑟²","<None>"
4910,283,109779,26,1,"So, 𝜋 X 3² = ?","<Press for Accuracy>"
4910,-1,109779,27,0,"28.3","<NA>"
4910,283,109779,28,1,"Great!","<None>"
4910,283,109779,29,1,"Ok, so you've worked out the area as if this was a circle - perfect.","<None>"
4910,283,109779,30,1,"But, it's not a circle, so what will be your final answer to this question?","<Press for Accuracy>"
4910,-1,109779,31,0,"so do you half it","<NA>"
4910,-1,109779,32,0,"14.1","<NA>"
4910,283,109779,33,1,"Yes! ⭐️⭐️⭐️","<None>"
4910,283,109779,34,1,"Great work Sophia!","<None>"
4910,283,109779,35,1,"Bye for now 👋","<None>"
4910,-1,109779,36,0,"by","<NA>"
4923,16,129998,1,1,"Hi Sophia 👋","<None>"
4923,16,129998,2,1,"How can I help?","<Keep Together>"
4923,-1,129998,3,0,"Hi I am not sure how to round the the nearest 50","<NA>"
4923,16,129998,4,1,"That's ok :)

It's much the same as rounding to the nearest 10, 100 etc, we just don't do it very often","<None>"
4923,16,129998,5,1,"What do multiples of 50 end in?","<Press for Accuracy>"
4923,-1,129998,6,0,"0 and 5?","<NA>"
4923,16,129998,7,1,"nearly! Start listing a few: 50, 100, 150...","<None>"
4923,-1,129998,8,0,"200,250 300 I was thinking of the 5 times table with the ending in 5","<NA>"
4923,16,129998,9,1,"Yes, it's very similar!","<None>"
4923,16,129998,10,1,"Here they end in either 50 or 00","<None>"
4923,16,129998,11,1,"Can you see that?","<Keep Together>"
4923,-1,129998,12,0,"Yes 👍","<NA>"
4923,16,129998,13,1,"Super! Ok so what multiples of 50 are close to 630,827?","<Press for Accuracy>"
4923,-1,129998,14,0,"630,800 and 630,850","<NA>"
4923,16,129998,15,1,"Amazing 🌟🌟🌟","<None>"
4923,16,129998,16,1,"Now which one of those is 630,827 closest to?","<Press for Accuracy>"
4923,-1,129998,17,0,"so it would be 630,800","<NA>"
4923,16,129998,18,1,"oo be careful! What's the half way point between the 2 numbers you gave?","<Press for Accuracy>"
4923,-1,129998,19,0,"630825?","<NA>"
4923,16,129998,20,1,"That's right! And what side of that number does our number lie on?","<Press for Accuracy>"
4923,16,129998,21,1,"Is it smaller or bigger than 630825?","<Press for Accuracy>"
4923,-1,129998,22,0,"Bigger","<NA>"
4923,16,129998,23,1,"Great! So that means it will round UP","<None>"
4923,-1,129998,24,0,"Up to 630850?","<NA>"
4923,16,129998,25,1,"That's it!","<None>"
4923,16,129998,26,1,"Just like if I asked you to round 87 to the nearest 10, we would round it up to 90 because it is over half way (85)","<None>"
4923,-1,129998,27,0,"Thank you for helping me","<NA>"
4923,16,129998,28,1,"You're welcome :)","<None>"
4923,16,129998,29,1,"I'd recommend doing the lesson for this one if you need a little more practice","<None>"
4923,16,129998,30,1,"🔥🔥🔥","<None>"
4924,17,109488,1,1,"Hi Sophia 😁👋","<None>"
4924,17,109488,2,1,"Want me to explain this answer?!","<Keep Together>"
4924,-1,109488,3,0,"Hello Claire!!😃yes please!!","<NA>"
4924,17,109488,4,1,"Of course 😊👌","<None>"
4924,17,109488,5,1,"If there are 5 black counters and 6 red, how many are there altogether?!","<Press for Accuracy>"
4924,-1,109488,6,0,"11 counters","<NA>"
4924,17,109488,7,1,"Great work so that's why during the first pick, the fraction has 11 as the denominator...","<Revoicing>"
4924,-1,109488,8,0,"ok","<NA>"
4924,17,109488,9,1,"Now if we take a counter out and don't replace it... How many counters will be in the bag?! 🧠","<Press for Accuracy>"
4924,-1,109488,10,0,"10 would remain","<NA>"
4924,17,109488,11,1,"Excellent so which two answers can we cross out, they definitely aren't correct?!","<Press for Accuracy>"
4924,-1,109488,12,0,"5/11 and 4/11","<NA>"
4924,17,109488,13,1,"Nailed it 🔨🔨🔨","<None>"
4924,17,109488,14,1,"OK so now final step... If you follow along the lines to the star... What colour counter did we pick out on the first pick? 😁","<Press for Accuracy>"
4924,-1,109488,15,0,"Red!","<NA>"
4924,-1,109488,16,0,"Black sorry","<NA>"
4924,-1,109488,17,0,"Wait 😂","<NA>"
4924,-1,109488,18,0,"No it is red","<NA>"
4924,17,109488,19,1,"Can you see how to get to the star, we go along the first pick red line? 👀","<Keep Together>"
4924,17,109488,20,1,"Exactly it's red! Well done!","<Revoicing>"
4924,-1,109488,21,0,"Sorry I had a moment of confusion there!😂","<NA>"
4924,17,109488,22,1,"So if we picked out a red and before that there were 6 red counters and 5 black counters... How many red will there be now?","<Press for Accuracy>"
4924,17,109488,23,1,"No worries at all, happens to the best of us 🤣","<None>"
4924,-1,109488,24,0,"5 red counters","<NA>"
4924,17,109488,25,1,"Great stuff and how many black counters? 😁👍","<Press for Accuracy>"
4924,-1,109488,26,0,"so would it be 5/10?","<NA>"
4924,-1,109488,27,0,"6 black counters","<NA>"
4924,17,109488,28,1,"It would indeed 😁😁😁😁😁","<None>"
4924,17,109488,29,1,"No the black counters value can't go up... So it either stays at 5 or decreases if we take some out...","<None>"
4924,17,109488,30,1,"So with these questions there are two things you need to think about... What happens to the overall total 11 -> 10","<Press for Accuracy>"
4924,17,109488,31,1,"What happens to the number of counters of a particular colour... In this case there were 5 black and we took out a red so still 5 black","<Press for Accuracy>"
4924,17,109488,32,1,"Does this make a bit more sense now Sophia? 😊👌","<Keep Together>"
4924,-1,109488,33,0,"Ah yes because nothing has effected the black counters as we were only worried about/ using the red ones","<NA>"
4924,17,109488,34,1,"Exactly, well explained 😁👍","<None>"
4924,17,109488,35,1,"Shall I pass you back to eedi to continue?! 🤖","<None>"
4924,-1,109488,36,0,"More sense that what I would have understanded by myself, thank you Claire! So because I went through this with you does that mean that I will need to do the lesson with Eedi?","<NA>"
4924,17,109488,37,1,"Great to hear 😁😁😁 unfortunately yes as I jumped in to your lesson too late ⌚so you will automatically be taken to the lesson!","<None>"
4924,-1,109488,38,0,"That's ok, no worries. Thank you Claire!!😃","<NA>"
4924,17,109488,39,1,"You're welcome, request help any time 😁 bye for now 👋👋👋","<None>"
4927,-1,79633,1,0,"Hi there","<NA>"
4927,17,79633,2,1,"Hello Jasmine 😊👋","<None>"
4927,17,79633,3,1,"How can I help?","<Keep Together>"
4927,-1,79633,4,0,"I know that a^2 + b^2 = c^2

but I don't know how to work out the other side","<NA>"
4927,17,79633,5,1,"PERFECT ✅✅✅✅","<None>"
4927,-1,79633,6,0,";)","<NA>"
4927,17,79633,7,1,"So what is the opposite of adding b squared? 🧠","<Press for Accuracy>"
4927,-1,79633,8,0,"square root?","<NA>"
4927,17,79633,9,1,"Not quite... What is the opposite of adding something? 👌","<Press for Accuracy>"
4927,-1,79633,10,0,"taking it away (minus)","<NA>"
4927,17,79633,11,1,"Great stuff so all you have to do is take b squared away from both sides 🤩","<Revoicing>"
4927,17,79633,12,1,"What will that give you?! 👀🧠","<Press for Accuracy>"
4927,-1,79633,13,0,"Not sure","<NA>"
4927,17,79633,14,1,"You would have...","<None>"
4927,17,79633,15,1," a^2 + b^2 - b^2 = c^2 - b^2 ","<None>"
4927,17,79633,16,1,"Which is the same as 😃👍","<None>"
4927,17,79633,17,1,"a^2 = c^2 - b^2","<None>"
4927,-1,79633,18,0,"oh, I understand now","<NA>"
4927,17,79633,19,1,"Awesome to hear Jasmine! 👂","<None>"
4927,17,79633,20,1,"Ready to go back to eedi? 🤖
","<Keep Together>"
4927,-1,79633,21,0,"Yes please thanks for yoyr help","<NA>"
4927,-1,79633,22,0,"your","<NA>"
4927,17,79633,23,1,"You are super welcome 😃👍","<None>"
4927,17,79633,24,1,"Nice one for requesting help 😊👍 ","<None>"
4927,17,79633,25,1,"Bye for now 👋👋👋
","<None>"
4930,749,107332,1,1,"Hello Farhan, how can I help?","<None>"
4930,-1,107332,2,0,"This question is quite challenging so help me pls","<NA>"
4930,749,107332,3,1,"No problem! Can you tell me any points the line goes through?","<Press for Accuracy>"
4930,-1,107332,4,0,"actually TELL ME THE ANSWER (please)","<NA>"
4930,-1,107332,5,0,"👍","<NA>"
4930,749,107332,6,1,"That won't help you next time you get a similar question!","<None>"
4930,749,107332,7,1,"But I can help you work it out, so you'll know what to do next time","<None>"
4930,749,107332,8,1,"Can you tell me any points the line goes through?","<Press for Accuracy>"
4930,-1,107332,9,0,"😠😠","<NA>"
4930,-1,107332,10,0,"sure","<NA>"
4930,-1,107332,11,0,"they go through 0,3","<NA>"
4930,749,107332,12,1,"Not quite...","<None>"
4930,-1,107332,13,0,"THWN WHARRRT","<NA>"
4930,749,107332,14,1,"(0, 3) would be near the top of the picture. ","<None>"
4930,-1,107332,15,0,"OH YEAH good point","<NA>"
4930,749,107332,16,1,"That's OK! Can you fix it?","<Press for Accuracy>"
4930,-1,107332,17,0,"Then it is 0,-3🗿","<NA>"
4930,749,107332,18,1,"Yes, the line goes through (0, -3)","<Revoicing>"
4930,749,107332,19,1,"Can you give me another point it goes through?","<Press for Accuracy>"
4930,-1,107332,20,0,"HELLO YOU THERE","<NA>"
4930,-1,107332,21,0,"SPEAK","<NA>"
4930,749,107332,22,1,"I'm here! ","<None>"
4930,749,107332,23,1,"I asked another question!","<None>"
4930,-1,107332,24,0,"😠😠😠😠😠😠😠😠","<NA>"
4930,749,107332,25,1,"Just one more point, I won't ask for more!","<None>"
4930,-1,107332,26,0,"🥱Easy","<NA>"
4930,-1,107332,27,0,"🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱🥱","<NA>"
4930,749,107332,28,1,"Try (1, ?)","<Press for Accuracy>"
4930,-1,107332,29,0,"BRO COME","<NA>"
4930,-1,107332,30,0,"WHY NOT SPEAK","<NA>"
4930,749,107332,31,1,"I'm here!","<None>"
4930,-1,107332,32,0,"oh thank you","<NA>"
4930,749,107332,33,1,"Maybe not all of my messages are coming through","<None>"
4930,749,107332,34,1,"can you find a point the line goes through where x = 1?","<Press for Accuracy>"
4930,-1,107332,35,0,"yes","<NA>"
4930,-1,107332,36,0,"1,-3","<NA>"
4930,749,107332,37,1,"Correct!","<None>"
4930,-1,107332,38,0,"🗿🗿🗿🗿","<NA>"
4930,-1,107332,39,0,"simart","<NA>"
4930,749,107332,40,1,"In fact, the y value is ALWAYS -3","<None>"
4930,-1,107332,41,0,"ALWAYS","<NA>"
4930,749,107332,42,1,"Yes, always!","<None>"
4930,749,107332,43,1,"So the equation of the line is y = -3","<None>"
4930,-1,107332,44,0,"so it is","<NA>"
4930,-1,107332,45,0,"1,3","<NA>"
4930,-1,107332,46,0,"1,-3","<NA>"
4930,749,107332,47,1,"Happy with that? Shall I pass you back or would you like to ask something else?","<Keep Together>"
4930,-1,107332,48,0,"THAT IS THE ANSWER RIGHT?","<NA>"
4930,749,107332,49,1,"It is!","<None>"
4930,749,107332,50,1,"Can you see why?","<Press for Reasoning>"
4930,-1,107332,51,0,"byes","<NA>"
4930,749,107332,52,1,"Hello Farhan, how can I help?","<None>"
4930,749,107332,53,1,"Didn't we just do this question?!","<Keep Together>"
4930,-1,107332,54,0,"do i choose b?! (y= -3)","<NA>"
4930,749,107332,55,1,"I'll pass you back so you can click on the options. 
","<Keep Together>"
4934,5,101048,1,1,"Hi Liam :)","<None>"
4934,-1,101048,2,0,"yo","<NA>"
4934,5,101048,3,1,"would you like us to work on this fraction question together?","<Keep Together>"
4934,-1,101048,4,0,"yes please","<NA>"
4934,5,101048,5,1,"ok, I'll just read it for a few seconds","<None>"
4934,5,101048,6,1,"oh, first keyword I notice is 'product'","<None>"
4934,-1,101048,7,0,"yes","<NA>"
4934,5,101048,8,1,"what calculation do we do to find the product?","<Press for Accuracy>"
4934,-1,101048,9,0,"im not sure","<NA>"
4934,5,101048,10,1,"it's multiplying","<None>"
4934,-1,101048,11,0,"ok","<NA>"
4934,5,101048,12,1,"(if it said SUM we would add)","<None>"
4934,-1,101048,13,0,"do we multiply 1/6","<NA>"
4934,5,101048,14,1,"so,  now we need to figure out which of these fractions -A,B,C orD -to choose to try multiplying","<None>"
4934,5,101048,15,1,"oh, 1/6 is the answer","<Revoicing>"
4934,-1,101048,16,0,"oh","<NA>"
4934,5,101048,17,1,"pick A B C or D and we will try to multiply it by 5/8 and see if the answer can be simplified to 1/6","<None>"
4934,-1,101048,18,0,"ok","<NA>"
4934,-1,101048,19,0,"D","<NA>"
4934,5,101048,20,1,"OK:)","<None>"
4934,5,101048,21,1,"so, if we do 5/8 x 4/15 what do we get?","<Press for Accuracy>"
4934,5,101048,22,1,"what is the method for multiplying fractions?","<Press for Accuracy>"
4934,5,101048,23,1," (I can remind you if you aren't sure)","<None>"
4934,-1,101048,24,0,"please can you remind me","<NA>"
4934,5,101048,25,1,"sure, the general idea is that you multiply the two numerators together, and then the two denominators together","<None>"
4934,5,101048,26,1,"so top times top and then bottom times bottom","<None>"
4934,5,101048,27,1,"so, for example 3/4 x 6/7 ","<None>"
4934,5,101048,28,1,"you would do 3x6=18","<None>"
4934,5,101048,29,1,"and 4x7=28","<None>"
4934,-1,101048,30,0,"/ok","<NA>"
4934,5,101048,31,1,"so it's 18/28","<None>"
4934,5,101048,32,1,"but then you'd need to simplify","<None>"
4934,-1,101048,33,0,"I did the 5/8 X 4/15","<NA>"
4934,-1,101048,34,0,"I got 20/120","<NA>"
4934,-1,101048,35,0,"/but I have not simplified yet","<NA>"
4934,5,101048,36,1,"great work so far!","<None>"
4934,5,101048,37,1,"how can you simplify 20/120?","<Press for Accuracy>"
4934,5,101048,38,1,"( just divide the two numbers by a common factor)","<None>"
4934,-1,101048,39,0,"oi","<NA>"
4934,-1,101048,40,0,"*ok","<NA>"
4934,5,101048,41,1,"so for example you could first divide both the 20 and the 120 by 10","<None>"
4934,-1,101048,42,0,"I think the answer is S","<NA>"
4934,-1,101048,43,0,"D","<NA>"
4934,5,101048,44,1,"yes, 20/120 does simplify to 1/6","<None>"
4934,5,101048,45,1,"good work!","<None>"
4934,-1,101048,46,0,"thankyou","<NA>"
4934,5,101048,47,1,"now, it is also possible to simplify first before doing the multipling,but we didn't need to do that this time!","<None>"
4934,5,101048,48,1,"would you like me to leave  now, so that you can type in your answer?","<Keep Together>"
4934,-1,101048,49,0,"yes please","<NA>"
4934,5,101048,50,1,"Thanks Liam it's been good working with you 😊","<None>"
4950,-1,101504,1,0,"Hi!!!","<NA>"
4950,346,101504,2,1,"Hi Kailani!! How can I help?","<None>"
4950,-1,101504,3,0,"Could you help me with this question?","<NA>"
4950,346,101504,4,1,"of course! I'll just have a look","<None>"
4950,-1,101504,5,0,"OKK!","<NA>"
4950,346,101504,6,1,"3/5 written as a percentage? ","<Press for Accuracy>"
4950,346,101504,7,1,"Do you know what percentages are out of? 🙂","<Press for Accuracy>"
4950,-1,101504,8,0,"100?","<NA>"
4950,346,101504,9,1,"good! So we need to find an equivalent fraction to 3/5 which has a denominator of 100","<Revoicing>"
4950,346,101504,10,1,"so how do you get from 5 to 100? What do you multiply by?","<Press for Accuracy>"
4950,-1,101504,11,0,"5x20?","<NA>"
4950,346,101504,12,1,"good! Now you also need to multiply the numerator by 20 :) ","<Revoicing>"
4950,-1,101504,13,0,"60/100?","<NA>"
4950,346,101504,14,1,"good! Your numerator is your percentage 🙂","<None>"
4950,-1,101504,15,0,"Oh thank you!","<NA>"
4950,346,101504,16,1,"what is the answer? 🙂","<Press for Accuracy>"
4950,-1,101504,17,0,"60%!","<NA>"
4950,346,101504,18,1,"brilliant! well done!","<None>"
4950,346,101504,19,1,"would you like any more help?","<Keep Together>"
4950,-1,101504,20,0,"Thank you!","<NA>"
4950,-1,101504,21,0,"No thanks :)","<NA>"
4950,346,101504,22,1,"I'll let you get back on with the lesson 🙂 bye!","<None>"
4960,67,131736,1,1,"Hi Darius - how are you?","<None>"
4960,-1,131736,2,0,"hi i am good thank you, how are you?","<NA>"
4960,67,131736,3,1,"good thank you","<None>"
4960,67,131736,4,1,"Do you need some help with this question?","<Keep Together>"
4960,-1,131736,5,0,"yes please","<NA>"
4960,67,131736,6,1,"ok, let's take a look","<None>"
4960,-1,131736,7,0,"yes","<NA>"
4960,67,131736,8,1,"ok, can you tell me the starting point of the ball?","<Press for Accuracy>"
4960,-1,131736,9,0,"6 meters?","<NA>"
4960,67,131736,10,1,"the position is 6m, yes!! well done!","<Revoicing>"
4960,67,131736,11,1,"after 2 seconds, what is the new position?","<Press for Accuracy>"
4960,-1,131736,12,0,"8m","<NA>"
4960,67,131736,13,1,"brilliant","<None>"
4960,67,131736,14,1,"does this help with the question?","<Keep Together>"
4960,-1,131736,15,0,"oh","<NA>"
4960,67,131736,16,1,"how far away from the starting position...","<Press for Accuracy>"
4960,-1,131736,17,0,"i get it  would the answer be 2m","<NA>"
4960,67,131736,18,1,"🎉👏😁 super!! ","<None>"
4960,67,131736,19,1,"well done","<None>"
4960,-1,131736,20,0,"😁","<NA>"
4960,67,131736,21,1,"does that make sense?","<Keep Together>"
4960,67,131736,22,1,"sometimes the working can be tricky, so read a couple of times, and take your time Darius 😊","<None>"
4960,-1,131736,23,0,"yes, we just have to see how much we need to get to 8 I'm presuming","<NA>"
4960,67,131736,24,1,"that's it!!","<None>"
4960,67,131736,25,1,"can I help you with anything else?","<Keep Together>"
4960,-1,131736,26,0,"yes thank you so much for the help 😁😁","<NA>"
4960,-1,131736,27,0,"no thank you","<NA>"
4960,67,131736,28,1,"no problem - well done ","<None>"
4960,-1,131736,29,0,"have a great day","<NA>"
4960,67,131736,30,1,"I will send you back now. you too Darius, thank you😊","<None>"
4960,-1,131736,31,0,"thank you","<NA>"
4970,67,77125,1,1,"Hi again Sophia","<None>"
4970,-1,77125,2,0,"Hi again Lila","<NA>"
4970,67,77125,3,1,"did you give yourself time to watch the video this time?","<None>"
4970,-1,77125,4,0,"yes","<NA>"
